S&P 500 Index,"2,597.08",2017-11-24 09:23:47.229764
S&P 500 Index,"2,597.08",2017-11-24 09:34:43.968708
S&P 500 Index,"2,597.08",2017-11-24 09:34:58.738864
S&P 500 Index,"2,597.08",2017-11-24 09:35:20.483539
S&P 500 Index,"2,597.08",2017-11-24 09:40:30.916269
NASDAQ Composite Index,"6,867.36",2017-11-24 09:40:30.916508
